Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Mucin Expression in the Esophageal Malignant and Pre-malignant States: A Systematic Review and Meta-analysis.","/pubmed/28697153","Niv Y, Ho SB, Fass R, Rokkas T.","J Clin Gastroenterol. 2018 Feb;52(2):91-96. doi: 10.1097/MCG.0000000000000863.","J Clin Gastroenterol.  2018","PubMed","citation","PMID:28697153","pubmed","28697153","create date:2017/07/12 | first author:Niv Y",
"It's Your Place: Development and Evaluation of an Evidence-Based Bystander Intervention Campaign.","/pubmed/28657347","Sundstrom B, Ferrara M, DeMaria AL, Gabel C, Booth K, Cabot J.","Health Commun. 2018 Sep;33(9):1141-1150. doi: 10.1080/10410236.2017.1333561. Epub 2017 Jun 28.","Health Commun.  2018","PubMed","citation","PMID:28657347","pubmed","28657347","create date:2017/06/29 | first author:Sundstrom B",
"Percutaneous Vascular Interventions Versus Bypass Surgeries in Patients With Critical Limb Ischemia: A Comprehensive Meta-analysis.","/pubmed/28654542","Wang J, Shu C, Wu Z, Zhao J, Ma Y, Huang B, Yuan D, Yang Y, Bian H, He Y, Wang Z.","Ann Surg. 2018 May;267(5):846-857. doi: 10.1097/SLA.0000000000002344. Review.","Ann Surg.  2018","PubMed","citation","PMID:28654542","pubmed","28654542","create date:2017/06/28 | first author:Wang J",
"Blood purification with continuous veno-venous hemofiltration in patients with sepsis or ARDS: a systematic review and meta-analysis.","/pubmed/28607338","Putzu A, Fang MX, Boscolo Berto M, Belletti A, Cabrini L, Cassina T, Landoni G.","Minerva Anestesiol. 2017 Aug;83(8):867-877. doi: 10.23736/S0375-9393.17.11946-2. Epub 2017 Jun 12.","Minerva Anestesiol.  2017","PubMed","citation","PMID:28607338","pubmed","28607338","create date:2017/06/14 | first author:Putzu A",
"Leveraging Genomic Data in Smoking Cessation Trials in the Era of Precision Medicine: Why and How.","/pubmed/28498934","Chen LS, Zawertailo L, Piasecki TM, Kaprio J, Foreman M, Elliott HR, David SP, Bergen AW, Baurley JW, Tyndale RF, Baker TB, Bierut LJ, Saccone NL; Genetics and Treatment Workgroup of the Society for Research on Nicotine and Tobacco (SRNT)..","Nicotine Tob Res. 2018 Mar 6;20(4):414-424. doi: 10.1093/ntr/ntx097. Review.","Nicotine Tob Res.  2018","PubMed","citation","PMID:28498934 | PMCID:PMC5896450","pubmed","28498934","create date:2017/05/13 | first author:Chen LS",
"Cerebral autoregulation monitoring in acute traumatic brain injury: what's the evidence?","/pubmed/28497934","Calviello LA, Donnelly J, Zeiler FA, Thelin EP, Smielewski P, Czosnyka M.","Minerva Anestesiol. 2017 Aug;83(8):844-857. doi: 10.23736/S0375-9393.17.12043-2. Epub 2017 May 12. Review.","Minerva Anestesiol.  2017","PubMed","citation","PMID:28497934","pubmed","28497934","create date:2017/05/13 | first author:Calviello LA",
"Recent antiseizure medications in the Intensive Care Unit.","/pubmed/28492297","Orinx C, Legros B, Gaspard N.","Minerva Anestesiol. 2017 Aug;83(8):878-887. doi: 10.23736/S0375-9393.17.11884-5. Epub 2017 May 11. Review.","Minerva Anestesiol.  2017","PubMed","citation","PMID:28492297","pubmed","28492297","create date:2017/05/12 | first author:Orinx C",
"Effect of remifentanil for general anesthesia on parturients and newborns undergoing cesarean section: a meta-analysis.","/pubmed/28492294","Zhang Y, Lu H, Fu Z, Zhang H, Li Y, Li W, Gao J.","Minerva Anestesiol. 2017 Aug;83(8):858-866. doi: 10.23736/S0375-9393.17.11470-7. Epub 2017 May 11.","Minerva Anestesiol.  2017","PubMed","citation","PMID:28492294","pubmed","28492294","create date:2017/05/12 | first author:Zhang Y",
"Effect of anesthesia methods on postoperative major adverse cardiac events and mortality after non-cardiac surgeries: a systematic review and meta-analysis.","/pubmed/28402094","An R, Pang QY, Chen B, Liu HL.","Minerva Anestesiol. 2017 Jul;83(7):749-761. doi: 10.23736/S0375-9393.17.11869-9. Epub 2017 Apr 11.","Minerva Anestesiol.  2017","PubMed","citation","PMID:28402094","pubmed","28402094","create date:2017/04/13 | first author:An R",
"Extracorporeal CO2 removal in critically ill patients: a systematic review.","/pubmed/28402093","Taccone FS, Malfertheiner MV, Ferrari F, Di Nardo M, Swol J, Broman LM, Vercaemst L, Barrett N, Pappalardo F, Belohlavek J, Mueller T, Lorusso R, Belliato M; EuroELSO Workgroup ""Innovation on ECMO and ECLS""..","Minerva Anestesiol. 2017 Jul;83(7):762-772. doi: 10.23736/S0375-9393.17.11835-3. Epub 2017 Apr 11.","Minerva Anestesiol.  2017","PubMed","citation","PMID:28402093","pubmed","28402093","create date:2017/04/13 | first author:Taccone FS",
"The effect of prophylactic lymphovenous anastomosis and shunts for preventing cancer-related lymphedema: a systematic review and meta-analysis.","/pubmed/28370317","Jørgensen MG, Toyserkani NM, Sørensen JA.","Microsurgery. 2018 Jul;38(5):576-585. doi: 10.1002/micr.30180. Epub 2017 Mar 28.","Microsurgery.  2018","PubMed","citation","PMID:28370317","pubmed","28370317","create date:2017/04/04 | first author:Jørgensen MG",
"[Prism adaptation test before strabismus surgery : Results of a survey and literature review].","/pubmed/28220248","Pichler U, Rohleder M, Ehrt O.","Ophthalmologe. 2018 Feb;115(2):123-130. doi: 10.1007/s00347-017-0457-3. German. ","Ophthalmologe.  2018","PubMed","citation","PMID:28220248","pubmed","28220248","create date:2017/02/22 | first author:Pichler U",
"Remote ischemic preconditioning in cardiac anesthesia: a review focusing on translation.","/pubmed/28192894","Stoppe C, Meybohm P, Benstoem C, Goetzenich A.","Minerva Anestesiol. 2017 Jun;83(6):610-623. doi: 10.23736/S0375-9393.17.11756-6. Epub 2017 Feb 13. Review.","Minerva Anestesiol.  2017","PubMed","citation","PMID:28192894","pubmed","28192894","create date:2017/02/15 | first author:Stoppe C",
"Non-invasive ventilation improves respiratory distress in children with acute viral bronchiolitis: a systematic review.","/pubmed/28192893","Combret Y, Prieur G, LE Roux P, Médrinal C.","Minerva Anestesiol. 2017 Jun;83(6):624-637. doi: 10.23736/S0375-9393.17.11708-6. Epub 2017 Feb 13.","Minerva Anestesiol.  2017","PubMed","citation","PMID:28192893","pubmed","28192893","create date:2017/02/15 | first author:Combret Y",
"Efficacy, Durability, and Safety of Complete Endoscopic Mucosal Resection of Barrett Esophagus: A Systematic Review and Meta-Analysis.","/pubmed/28134635","Tomizawa Y, Konda VJA, Coronel E, Chapman CG, Siddiqui UD.","J Clin Gastroenterol. 2018 Mar;52(3):210-216. doi: 10.1097/MCG.0000000000000800.","J Clin Gastroenterol.  2018","PubMed","citation","PMID:28134635","pubmed","28134635","create date:2017/01/31 | first author:Tomizawa Y",
"Statins in critical care: to give or not to give?","/pubmed/27922256","Omar AS, Hanoura S, Al-Janubi HM, Mahfouz A.","Minerva Anestesiol. 2017 May;83(5):502-511. doi: 10.23736/S0375-9393.16.11493-2. Epub 2016 Dec 6. Review.","Minerva Anestesiol.  2017","PubMed","citation","PMID:27922256","pubmed","27922256","create date:2016/12/07 | first author:Omar AS",
"Ultrasonography for neuraxial blocks: a review of the evidence.","/pubmed/27827521","Elgueta MF, Duong S, Finlayson RJ, Tran DQ.","Minerva Anestesiol. 2017 May;83(5):512-523. doi: 10.23736/S0375-9393.16.11650-5. Epub 2016 Nov 9. Review.","Minerva Anestesiol.  2017","PubMed","citation","PMID:27827521","pubmed","27827521","create date:2016/11/09 | first author:Elgueta MF",
"Analgesia/nociception monitoring for opioid guidance: meta-analysis of randomized clinical trials.","/pubmed/27807964","Gruenewald M, Dempfle A.","Minerva Anestesiol. 2017 Feb;83(2):200-213. doi: 10.23736/S0375-9393.16.11602-5. Epub 2016 Nov 3.","Minerva Anestesiol.  2017","PubMed","citation","PMID:27807964","pubmed","27807964","create date:2016/11/04 | first author:Gruenewald M",
"Social participation as an indicator of successful aging: an overview of concepts and their associations with health.","/pubmed/27712611","Douglas H, Georgiou A, Westbrook J.","Aust Health Rev. 2017 Aug;41(4):455-462. doi: 10.1071/AH16038. Review.","Aust Health Rev.  2017","PubMed","citation","PMID:27712611","pubmed","27712611","create date:2016/10/08 | first author:Douglas H",
"Caries and periodontal disease in Indigenous adults in Australia: a case of limited and non-contemporary data.","/pubmed/27567638","de Silva AM, Martin-Kerry JM, McKee K, Cole D.","Aust Health Rev. 2017 Aug;41(4):469-478. doi: 10.1071/AH15229. Review.","Aust Health Rev.  2017","PubMed","citation","PMID:27567638","pubmed","27567638","create date:2016/08/29 | first author:de Silva AM",
"Patients' experiences in Australian hospitals: a systematic review of evidence.","/pubmed/27537609","Harrison R, Walton M, Manias E, Mears S, Plumb J.","Aust Health Rev. 2017 Aug;41(4):419-435. doi: 10.1071/AH16053.","Aust Health Rev.  2017","PubMed","citation","PMID:27537609","pubmed","27537609","create date:2016/08/19 | first author:Harrison R",
"Practical applications of rapid review methods in the development of Australian health policy.","/pubmed/27467219","Lambert R, Vreugdenburg TD, Marlow N, Scott NA, McGahan L, Tivey D.","Aust Health Rev. 2017 Aug;41(4):463-468. doi: 10.1071/AH16041.","Aust Health Rev.  2017","PubMed","citation","PMID:27467219","pubmed","27467219","create date:2016/07/29 | first author:Lambert R",
"Growth of linked hospital data use in Australia: a systematic review.","/pubmed/27444270","Tew M, Dalziel KM, Petrie DJ, Clarke PM.","Aust Health Rev. 2017 Aug;41(4):394-400. doi: 10.1071/AH16034.","Aust Health Rev.  2017","PubMed","citation","PMID:27444270","pubmed","27444270","create date:2016/07/23 | first author:Tew M",
